2013-04-01,6859382730
2013-04-02,6887050450
2013-04-03,6918724874
2013-04-04,6951617133
2013-04-05,6985100736
2013-04-06,7014988159
2013-04-07,7040966944
2013-04-08,7074623302
2013-04-09,7105144987
2013-04-10,7137152024
2013-04-11,7168976921
2013-04-12,7203784549
2013-04-13,7231694367
2013-04-14,7255795574
2013-04-15,7283332115
2013-04-16,7309750028
2013-04-17,7341345101
2013-04-18,7369504841
2013-04-19,7391411957
2013-04-20,7419946844
2013-04-21,7443710481
2013-04-22,7465558623
2013-04-23,7488112228
2013-04-24,7517522403
2013-04-25,7551577478
2013-04-26,7581392953
2013-04-27,7608504491
2013-04-28,7629647632
2013-04-29,7651612330
2013-04-30,7677893143
2013-05-01,7704318847
2013-05-02,7730399181
2013-05-03,7756570463
2013-05-04,7781432641
2013-05-05,7806714650
2013-05-06,7832030553
2013-05-07,7858696558
2013-05-08,7887865836
2013-05-09,7913673324
2013-05-10,7944855869
2013-05-11,7977640664
2013-05-12,8012515613
2013-05-13,8042749431
2013-05-14,8071950851
2013-05-15,8103405220
2013-05-16,8133706805
2013-05-17,8163585468
2013-05-18,8191749643
2013-05-19,8216706015
2013-05-20,8238506921
2013-05-21,8261850795
2013-05-22,8288157213
2013-05-23,8312986851
2013-05-24,8341299842
2013-05-25,8367867577
2013-05-26,8392322657
2013-05-27,8414043028
2013-05-28,8440520503
2013-05-29,8467728519
2013-05-30,8494389383
2013-05-31,8522078709
2013-06-01,8547967871
2013-06-02,8574367586
2013-06-03,8598695642
2013-06-04,8625729069
2013-06-05,8652980988
2013-06-06,8680388007
2013-06-07,8706329984
2013-06-08,8731349985
2013-06-09,8753283385
2013-06-10,8774767790
2013-06-11,8795560674
2013-06-12,8817421889
2013-06-13,8839132217
2013-06-14,8859639622
2013-06-15,8882618781
2013-06-16,8899398273
2013-06-17,8919248177
2013-06-18,8940335064
2013-06-19,8960926468
2013-06-20,8982756981
2013-06-21,9007738237
2013-06-22,9029461430
2013-06-23,9050132635
2013-06-24,9067635678
2013-06-25,9088132509
2013-06-26,9107984575
2013-06-27,9129686632
2013-06-28,9150497711
2013-06-29,9173649353
2013-06-30,9191375959
2013-07-01,9205245944
2013-07-02,9223101400
2013-07-03,9240988422
2013-07-04,9256762285
2013-07-05,9272838976
2013-07-06,9289568319
2013-07-07,9305201899
2013-07-08,9319585635
2013-07-09,9337670382
2013-07-10,9356774980
2013-07-11,9375166106
2013-07-12,9395467497
2013-07-13,9419123618
2013-07-14,9437051826
2013-07-15,9453182891
2013-07-16,9470742461
2013-07-17,9489359373
2013-07-18,9507531635
2013-07-19,9526281467
2013-07-20,9542842647
2013-07-21,9558632229
2013-07-22,9574831404
2013-07-23,9592950572
2013-07-24,9610516506
2013-07-25,9630569953
2013-07-26,9650718285
2013-07-27,9668324088
2013-07-28,9685094590
2013-07-29,9703359884
2013-07-30,9722433940
2013-07-31,9742806788
2013-08-01,9766280582
2013-08-02,9790259061
2013-08-03,9813616948
2013-08-04,9834267727
2013-08-05,9855100256
2013-08-06,9877676447
2013-08-07,9901727827
2013-08-08,9927065324
2013-08-09,9952600501
2013-08-10,9974976217
2013-08-11,9998075889
2013-08-12,10015665557
2013-08-13,10044769807
2013-08-14,10070727090
2013-08-15,10094701342
2013-08-16,10122184685
2013-08-17,10152792325
2013-08-18,10178157814
2013-08-19,10203554301
2013-08-20,10234628036
2013-08-21,10263146429
2013-08-22,10290952609
2013-08-23,10319093522
2013-08-24,10345228154
2013-08-25,10369177019
2013-08-26,10391307857
2013-08-27,10415842375
2013-08-28,10445649680
2013-08-29,10474338916
2013-08-30,10499583517
2013-08-31,10527712246
2013-09-01,10549353619
2013-09-02,10570441308
2013-09-03,10593605388
2013-09-04,10619003518
2013-09-05,10642527908
2013-09-06,10668246515
2013-09-07,10696222135
2013-09-08,10718363607
2013-09-09,10738605796
2013-09-10,10764194739
2013-09-11,10787883505
2013-09-12,10809081023
2013-09-13,10834010038
2013-09-14,10854846389
2013-09-15,10873773134
2013-09-16,10899197560
2013-09-17,10924697748
2013-09-18,10954434212
2013-09-19,10980890362
2013-09-20,11007267069
2013-09-21,11032974400
2013-09-22,11056403680
2013-09-23,11079599930
2013-09-24,11108647199
2013-09-25,11136453205
2013-09-26,11161321211
2013-09-27,11186957592
2013-09-28,11208750415
2013-09-29,11229082686
2013-09-30,11248199915
2013-10-01,11269910993
2013-10-02,11296548023
2013-10-03,11326992212
2013-10-04,11356136294
2013-10-05,11379307280
2013-10-06,11400263872
2013-10-07,11421406106
2013-10-08,11444638027
2013-10-09,11464804787
2013-10-10,11488922269
2013-10-11,11515470410
2013-10-12,11538684229
2013-10-13,11563151204
2013-10-14,11587677564
2013-10-15,11616081629
2013-10-16,11642588900
2013-10-17,11666977083
2013-10-18,11689719510
2013-10-19,11716754999
2013-10-20,11746609963
2013-10-21,11770097410
2013-10-22,11799606558
2013-10-23,11833095433
2013-10-24,11862714501
2013-10-25,11896880903
2013-10-26,11926539735
2013-10-27,11949536606
2013-10-28,11970461295
2013-10-29,11994209694
2013-10-30,12017670544
2013-10-31,12042146559
2013-11-01,12070229809
2013-11-02,12092163044
2013-11-03,12113912298
2013-11-04,12133410464
2013-11-05,12157498481
2013-11-06,12184954685
2013-11-07,12215542991
2013-11-08,12246592297
2013-11-09,12277783329
2013-11-10,12307547251
2013-11-11,12336467309
2013-11-12,12364481183
2013-11-13,12392911706
2013-11-14,12424844650
2013-11-15,12458090903
2013-11-16,12487050202
2013-11-17,12509532926
2013-11-18,12536547537
2013-11-19,12577177785
2013-11-20,12627027291
2013-11-21,12664299377
2013-11-22,12706330030
2013-11-23,12745454617
2013-11-24,12780304885
2013-11-25,12810914687
2013-11-26,12843709260
2013-11-27,12886226137
2013-11-28,12930232582
2013-11-29,12975314005
2013-11-30,13018386212
2013-12-01,13053564164
2013-12-02,13089905170
2013-12-03,13126899185
2013-12-04,13163786770
2013-12-05,13204211551
2013-12-06,13245041113
2013-12-07,13279574317
2013-12-08,13310973924
2013-12-09,13334658248
2013-12-10,13365986632
2013-12-11,13402865051
2013-12-12,13434669354
2013-12-13,13461950450
2013-12-14,13493536093
2013-12-15,13526095134
2013-12-16,13556643338
2013-12-17,13593299948
2013-12-18,13626885204
2013-12-19,13667525619
2013-12-20,13701069098
2013-12-21,13734789432
2013-12-22,13762310766
2013-12-23,13789548538
2013-12-24,13818063079
2013-12-25,13846721581
2013-12-26,13874678810
2013-12-27,13904983502
2013-12-28,13932564140
2013-12-29,13958538230
2013-12-30,13987887019
2013-12-31,14018110186
2014-01-01,14044538481
2014-01-02,14065854913
2014-01-03,14094550177
2014-01-04,14126633948
2014-01-05,14152731053
2014-01-06,14184495148
2014-01-07,14222669715
2014-01-08,14253698808
2014-01-09,14284005565
2014-01-10,14313469467
2014-01-11,14341205134
2014-01-12,14370804991
2014-01-13,14396530210
2014-01-14,14425068965
2014-01-15,14452935873
2014-01-16,14483490946
2014-01-17,14512372020
2014-01-18,14541412935
2014-01-19,14566389098
2014-01-20,14590451636
2014-01-21,14626668925
2014-01-22,14663392784
2014-01-23,14695972592
2014-01-24,14728559439
2014-01-25,14761356176
2014-01-26,14788334949
2014-01-27,14815421030
2014-01-28,14848110124
2014-01-29,14881491008
2014-01-30,14911013352
2014-01-31,14941817355
2014-02-01,14971930780
2014-02-02,15001431074
2014-02-03,15030131973
2014-02-04,15063697302
2014-02-05,15101070461
2014-02-06,15138200509
2014-02-07,15176346506
2014-02-08,15215387179
2014-02-09,15248381791
2014-02-10,15277847618
2014-02-11,15310334511
2014-02-12,15343230438
2014-02-13,15387463222
2014-02-14,15427114179
2014-02-15,15469697215
2014-02-16,15503227620
2014-02-17,15533038983
2014-02-18,15565911033
2014-02-19,15601710690
2014-02-20,15643912269
2014-02-21,15683393308
